 1 1 1 1  1 0.0067568
 2 1 1 1  1 0.0067568
 3 1 1 1  1 0.0067568
 4 1 1 1  1 0.0067568
 5 1 1 1  1 0.0067568
 6 1 1 1  1 0.0067568
 7 1 1 1  1 0.0067568
 8 1 1 1  1 0.0067568
 9 1 1 1  1 0.0067568
10 1 1 1  1 0.0067568
11 1 1 1  1 0.0067568
12 1 1 1  1 0.0067568
12 1 1 1  2 0.0067568
12 1 1 1  3 0.0067568
12 1 1 1  4 0.0067568
12 1 1 1  5 0.0067568
12 1 1 1  6 0.0067568
13 1 1 1  1 0.0067568
14 1 1 1  1 0.0067568
14 1 1 1  2 0.0067568
14 1 1 1  3 0.0067568
14 1 1 1  4 0.0067568
14 1 1 1  5 0.0067568
15 1 1 1  1 0.0067568
16 1 1 1  1 0.0067568
16 1 1 1  2 0.0067568
16 1 1 1  3 0.0067568
16 1 1 1  4 0.0067568
16 1 1 1  5 0.0067568
16 1 1 1  6 0.0067568
17 1 1 1  1 0.0067568
17 1 1 1  2 0.0067568
17 1 1 1  3 0.0067568
17 1 1 1  4 0.0067568
17 1 1 1  5 0.0067568
17 1 1 1  6 0.0067568
18 1 1 1  1 0.0067568
18 1 1 2  1 0.0067568
18 1 1 3  1 0.0067568
18 1 1 4  1 0.0067568
18 1 1 5  1 0.0067568
18 1 1 6  1 0.0067568
19 1 1 1  1 0.0067568
19 1 1 1  2 0.0067568
19 1 1 1  3 0.0067568
19 1 1 1  4 0.0067568
19 1 1 1  5 0.0067568
19 1 1 1  6 0.0067568
20 1 1 1  1 0.0067568
20 1 1 1  2 0.0067568
20 1 1 1  3 0.0067568
20 1 1 1  4 0.0067568
20 1 1 1  5 0.0067568
20 1 1 1  6 0.0067568
21 1 1 1  1 0.0067568
21 1 1 1  2 0.0067568
21 1 1 1  3 0.0067568
21 1 1 1  4 0.0067568
21 1 1 1  5 0.0067568
21 1 1 1  6 0.0067568
21 1 1 1  7 0.0067568
22 1 1 1  1 0.0067568
22 1 1 1  2 0.0067568
22 1 1 1  3 0.0067568
22 1 1 1  4 0.0067568
22 1 1 1  5 0.0067568
22 1 1 1  6 0.0067568
23 1 1 1  1 0.0067568
23 1 1 1  2 0.0067568
23 1 1 1  3 0.0067568
23 1 1 1  4 0.0067568
23 1 1 1  5 0.0067568
23 1 1 1  6 0.0067568
23 1 1 1  7 0.0067568
24 1 1 1  1 0.0067568
24 1 1 1  2 0.0067568
24 1 1 1  3 0.0067568
24 1 1 1  4 0.0067568
24 1 1 1  5 0.0067568
24 1 1 1  6 0.0067568
24 1 1 1  7 0.0067568
24 1 1 1  8 0.0067568
25 1 1 1  1 0.0067568
25 1 1 1  2 0.0067568
25 1 1 1  3 0.0067568
25 1 1 1  4 0.0067568
25 1 1 1  5 0.0067568
25 1 1 1  6 0.0067568
26 1 1 1  1 0.0067568
26 1 1 1  2 0.0067568
26 1 1 1  3 0.0067568
26 1 1 1  4 0.0067568
26 1 1 1  5 0.0067568
26 1 1 1  6 0.0067568
26 1 1 1  7 0.0067568
26 1 1 1  8 0.0067568
26 1 1 1  9 0.0067568
26 1 1 1 10 0.0067568
26 1 1 1 11 0.0067568
27 1 1 1  1 0.0067568
27 1 1 1  2 0.0067568
27 1 1 1  3 0.0067568
27 1 1 1  4 0.0067568
27 1 1 1  5 0.0067568
27 1 1 1  6 0.0067568
28 1 1 1  1 0.0067568
28 1 1 1  2 0.0067568
28 1 1 1  3 0.0067568
28 1 1 1  4 0.0067568
28 1 1 1  5 0.0067568
28 1 1 1  6 0.0067568
28 1 1 1  7 0.0067568
29 1 1 1  1 0.0067568
29 1 1 1  2 0.0067568
29 1 1 1  3 0.0067568
29 1 1 1  4 0.0067568
29 1 1 1  5 0.0067568
29 1 1 1  6 0.0067568
29 1 1 1  7 0.0067568
29 1 1 1  8 0.0067568
29 1 1 1  9 0.0067568
30 1 1 1  1 0.0067568
30 1 1 1  2 0.0067568
30 1 1 1  3 0.0067568
30 1 1 1  4 0.0067568
30 1 1 1  5 0.0067568
30 1 1 1  6 0.0067568
30 1 1 1  7 0.0067568
30 1 1 1  8 0.0067568
31 1 1 1  1 0.0067568
31 1 1 1  2 0.0067568
31 1 1 1  3 0.0067568
31 1 1 1  4 0.0067568
32 1 1 1  1 0.0067568
32 1 1 1  2 0.0067568
32 1 1 1  3 0.0067568
32 1 1 1  4 0.0067568
32 1 1 1  5 0.0067568
32 1 1 1  6 0.0067568
32 1 1 1  7 0.0067568
32 1 1 1  8 0.0067568
32 1 1 1  9 0.0067568
32 1 1 1 10 0.0067568
32 1 1 1 11 0.0067568
32 1 1 1 12 0.0067568
32 1 1 1 13 0.0067568
32 1 1 1 14 0.0067568
32 1 1 1 15 0.0067568
