 1 1 1 1  1 0.00714286
 2 1 1 1  1 0.00714286
 3 1 1 1  1 0.00714286
 4 1 1 1  1 0.00714286
 5 1 1 1  1 0.00714286
 6 1 1 1  1 0.00714286
 7 1 1 1  1 0.00714286
 8 1 1 1  1 0.00714286
 9 1 1 1  1 0.00714286
10 1 1 1  1 0.00714286
11 1 1 1  1 0.00714286
12 1 1 1  1 0.00714286
12 1 1 1  2 0.00714286
12 1 1 1  3 0.00714286
12 1 1 1  4 0.00714286
12 1 1 1  5 0.00714286
12 1 1 1  6 0.00714286
13 1 1 1  1 0.00714286
14 1 1 1  1 0.00714286
14 1 1 1  2 0.00714286
14 1 1 1  3 0.00714286
14 1 1 1  4 0.00714286
14 1 1 1  5 0.00714286
15 1 1 1  1 0.00714286
16 1 1 1  1 0.00714286
16 1 1 1  2 0.00714286
16 1 1 1  3 0.00714286
16 1 1 1  4 0.00714286
16 1 1 1  5 0.00714286
16 1 1 1  6 0.00714286
17 1 1 1  1 0.00714286
17 1 1 1  2 0.00714286
17 1 1 1  3 0.00714286
17 1 1 1  4 0.00714286
17 1 1 1  5 0.00714286
17 1 1 1  6 0.00714286
18 1 1 1  1 0.00714286
18 1 1 1  1 0.00714286
18 1 1 2  1 0.00714286
18 1 1 3  1 0.00714286
18 1 1 4  1 0.00714286
18 1 1 5  1 0.00714286
18 1 1 6  1 0.00714286
19 1 1 1  1 0.00714286
19 1 1 1  2 0.00714286
19 1 1 1  3 0.00714286
19 1 1 1  4 0.00714286
19 1 1 1  5 0.00714286
19 1 1 1  6 0.00714286
20 1 1 1  1 0.00714286
20 1 1 1  2 0.00714286
20 1 1 1  3 0.00714286
20 1 1 1  4 0.00714286
20 1 1 1  5 0.00714286
20 1 1 1  6 0.00714286
21 1 1 1  1 0.00714286
21 1 1 1  2 0.00714286
21 1 1 1  3 0.00714286
21 1 1 1  4 0.00714286
21 1 1 1  5 0.00714286
21 1 1 1  6 0.00714286
21 1 1 1  7 0.00714286
22 1 1 1  1 0.00714286
22 1 1 1  2 0.00714286
22 1 1 1  3 0.00714286
22 1 1 1  4 0.00714286
22 1 1 1  5 0.00714286
22 1 1 1  6 0.00714286
23 1 1 1  1 0.00714286
23 1 1 1  2 0.00714286
23 1 1 1  3 0.00714286
23 1 1 1  4 0.00714286
23 1 1 1  5 0.00714286
23 1 1 1  6 0.00714286
23 1 1 1  7 0.00714286
24 1 1 1  1 0.00714286
24 1 1 1  2 0.00714286
24 1 1 1  3 0.00714286
24 1 1 1  4 0.00714286
24 1 1 1  5 0.00714286
24 1 1 1  6 0.00714286
24 1 1 1  7 0.00714286
24 1 1 1  8 0.00714286
25 1 1 1  1 0.00714286
25 1 1 1  2 0.00714286
25 1 1 1  3 0.00714286
25 1 1 1  4 0.00714286
25 1 1 1  5 0.00714286
25 1 1 1  6 0.00714286
26 1 1 1  1 0.00714286
26 1 1 1  2 0.00714286
26 1 1 1  3 0.00714286
26 1 1 1  4 0.00714286
26 1 1 1  5 0.00714286
26 1 1 1  6 0.00714286
26 1 1 1  7 0.00714286
26 1 1 1  8 0.00714286
26 1 1 1  9 0.00714286
26 1 1 1 10 0.00714286
26 1 1 1 11 0.00714286
27 1 1 1  1 0.00714286
27 1 1 1  2 0.00714286
27 1 1 1  3 0.00714286
27 1 1 1  4 0.00714286
27 1 1 1  5 0.00714286
27 1 1 1  6 0.00714286
28 1 1 1  1 0.00714286
28 1 1 1  2 0.00714286
28 1 1 1  3 0.00714286
28 1 1 1  4 0.00714286
28 1 1 1  5 0.00714286
28 1 1 1  6 0.00714286
28 1 1 1  7 0.00714286
29 1 1 1  1 0.00714286
29 1 1 1  2 0.00714286
29 1 1 1  3 0.00714286
29 1 1 1  4 0.00714286
29 1 1 1  5 0.00714286
29 1 1 1  6 0.00714286
29 1 1 1  7 0.00714286
29 1 1 1  8 0.00714286
29 1 1 1  9 0.00714286
30 1 1 1  1 0.00714286
30 1 1 1  2 0.00714286
30 1 1 1  3 0.00714286
30 1 1 1  4 0.00714286
30 1 1 1  5 0.00714286
30 1 1 1  6 0.00714286
30 1 1 1  7 0.00714286
31 1 1 1  1 0.00714286
31 1 1 1  2 0.00714286
31 1 1 1  3 0.00714286
31 1 1 1  4 0.00714286
31 1 1 1  5 0.00714286
31 1 1 1  6 0.00714286
31 1 1 1  7 0.00714286
32 1 1 1  1 0.00714286
32 1 1 1  2 0.00714286
32 1 1 1  3 0.00714286
32 1 1 1  4 0.00714286
32 1 1 1  5 0.00714286
32 1 1 1  6 0.00714286
32 1 1 1  7 0.00714286
32 1 1 1  8 0.00714286
32 1 1 1  9 0.00714286
32 1 1 1 10 0.00714286
32 1 1 1 11 0.00714286
32 1 1 1 12 0.00714286
32 1 1 1 13 0.00714286
32 1 1 1 14 0.00714286
32 1 1 1 15 0.00714286
