# Wahner etal, J.Phys.Chem.91, 2734(1987)
#
#           cross section (cm^2) at T(K)
#lambda   204       296       378
# nm  		            
314.67  8.860e-19 1.092e-18 1.544e-18
314.88  9.150e-19 1.034e-18 1.496e-18
315.10  9.727e-19 1.034e-18 1.493e-18
315.32  9.783e-19 1.044e-18 1.458e-18
315.54  9.971e-19 1.009e-18 1.439e-18
315.75  1.090e-18 1.011e-18 1.424e-18
315.97  1.383e-18 1.057e-18 1.490e-18
316.19  2.203e-18 1.260e-18 1.730e-18
316.41  5.043e-18 1.944e-18 3.020e-18
316.63  7.728e-18 4.403e-18 4.704e-18
316.85  7.418e-18 5.952e-18 4.837e-18
317.07  6.961e-18 6.031e-18 5.066e-18
317.28  6.825e-18 5.974e-18 5.044e-18
317.50  5.785e-18 5.284e-18 4.645e-18
317.71  4.518e-18 4.432e-18 4.122e-18
317.93  3.563e-18 3.739e-18 3.680e-18
318.14  2.968e-18 3.212e-18 3.304e-18
318.35  2.481e-18 2.763e-18 2.978e-18
318.57  2.144e-18 2.488e-18 2.817e-18
318.78  1.962e-18 2.369e-18 2.742e-18
319.00  1.770e-18 2.176e-18 2.584e-18
319.21  1.555e-18 1.950e-18 2.419e-18
319.43  1.378e-18 1.775e-18 2.282e-18
319.64  1.233e-18 1.601e-18 2.114e-18
319.85  1.113e-18 1.435e-18 1.975e-18
320.07  1.075e-18 1.336e-18 1.885e-18
320.28  1.110e-18 1.295e-18 1.806e-18
320.50  1.095e-18 1.225e-18 1.710e-18
320.71  1.075e-18 1.192e-18 1.664e-18
320.93  1.196e-18 1.245e-18 1.693e-18
321.14  1.383e-18 1.342e-18 1.723e-18
321.36  1.414e-18 1.335e-18 1.688e-18
321.57  1.373e-18 1.301e-18 1.659e-18
321.78  1.479e-18 1.378e-18 1.704e-18
322.00  1.788e-18 1.598e-18 1.849e-18
322.21  2.588e-18 2.344e-18 2.473e-18
322.43  5.604e-18 4.963e-18 4.410e-18
322.64  9.632e-18 7.501e-18 5.856e-18
322.86  9.864e-18 7.777e-18 6.111e-18
323.07  8.936e-18 7.686e-18 6.298e-18
323.28  8.666e-18 7.648e-18 6.332e-18
323.50  7.468e-18 6.840e-18 5.852e-18
323.71  5.834e-18 5.736e-18 5.178e-18
323.93  4.455e-18 4.748e-18 4.549e-18
324.14  3.521e-18 3.987e-18 4.024e-18
324.36  2.903e-18 3.374e-18 3.574e-18
324.57  2.391e-18 2.926e-18 3.273e-18
324.78  2.114e-18 2.745e-18 3.193e-18
325.00  1.948e-18 2.588e-18 3.064e-18
325.21  1.707e-18 2.313e-18 2.840e-18
325.43  1.478e-18 2.078e-18 2.655e-18
325.64  1.324e-18 1.865e-18 2.455e-18
325.86  1.186e-18 1.655e-18 2.275e-18
326.07  1.084e-18 1.493e-18 2.113e-18
326.29  1.098e-18 1.428e-18 2.026e-18
326.50  1.305e-18 1.511e-18 2.030e-18
326.71  1.441e-18 1.515e-18 1.972e-18
326.93  1.381e-18 1.455e-18 1.897e-18
327.14  1.395e-18 1.459e-18 1.899e-18
327.36  1.572e-18 1.594e-18 1.961e-18
327.57  1.824e-18 1.712e-18 2.001e-18
327.79  1.895e-18 1.764e-18 2.024e-18
328.00  2.094e-18 1.919e-18 2.120e-18
328.21  2.383e-18 2.113e-18 2.226e-18
328.43  2.643e-18 2.318e-18 2.383e-18
328.64  3.293e-18 3.008e-18 2.996e-18
328.86  6.415e-18 5.940e-18 5.223e-18
329.07  1.153e-17 9.202e-18 7.107e-18
329.29  1.207e-17 9.573e-18 7.423e-18
329.50  1.077e-17 9.303e-18 7.520e-18
329.72  1.025e-17 9.166e-18 7.521e-18
329.93  8.875e-18 8.216e-18 6.968e-18
330.14  6.946e-18 6.895e-18 6.160e-18
330.36  5.256e-18 5.680e-18 5.389e-18
330.57  4.054e-18 4.709e-18 4.729e-18
330.79  3.280e-18 3.976e-18 4.184e-18
331.00  2.668e-18 3.387e-18 3.758e-18
331.22  2.271e-18 3.090e-18 3.611e-18
331.43  2.081e-18 2.955e-18 3.500e-18
331.64  1.857e-18 2.674e-18 3.263e-18
331.86  1.629e-18 2.403e-18 3.044e-18
332.07  1.474e-18 2.180e-18 2.847e-18
332.29  1.339e-18 1.961e-18 2.611e-18
332.50  1.224e-18 1.747e-18 2.411e-18
332.72  1.149e-18 1.582e-18 2.232e-18
332.93  1.191e-18 1.538e-18 2.143e-18
333.15  1.534e-18 1.756e-18 2.249e-18
333.36  1.945e-18 1.931e-18 2.276e-18
333.57  1.926e-18 1.877e-18 2.215e-18
333.79  1.871e-18 1.875e-18 2.210e-18
334.00  1.957e-18 1.927e-18 2.218e-18
334.22  2.111e-18 2.033e-18 2.273e-18
334.43  2.350e-18 2.193e-18 2.365e-18
334.65  2.814e-18 2.586e-18 2.644e-18
334.86  3.452e-18 2.980e-18 2.860e-18
